"block_timestamp_date","total_txs","500_520_fee_per_byte","98_109_fee_per_byte","29_32_fee_per_byte","24_34_44_fee","317_453_fee","500_520_perc_fee_per_byte","98_109_perc_fee_per_byte","29_32_perc_fee_per_byte","24_34_44_perc_fee","317_453_perc_fee"
2023-01-11,16572,269,827,4,622,44,1.62321988896935,4.99034516051171,0.0241370987207338,3.7533188510741,0.265508085928071
2023-01-12,15565,283,793,3,592,49,1.81818181818182,5.09476389335047,0.0192740122068744,3.80340507548988,0.314808866045615
2023-01-13,14237,189,704,8,514,28,1.32752686661516,4.94486197934958,0.0561916134016998,3.61031116105921,0.196670646905949
2023-01-14,13931,241,700,1,460,58,1.72995477711578,5.02476491278444,0.00717823558969205,3.30198837125834,0.416337664202139
2023-01-15,12862,201,621,0,457,34,1.56274296376924,4.82817602239154,0,3.55310216140569,0.264344580936091
2023-01-16,16549,279,791,8,531,50,1.68590247144843,4.77974499969787,0.0483412895038975,3.2086530908212,0.302133059399359
2023-01-17,15970,256,807,7,520,56,1.60300563556669,5.05322479649343,0.0438321853475266,3.25610519724483,0.350657482780213
2023-01-18,15642,281,717,7,508,43,1.79644546733154,4.58381281166091,0.0447513105740954,3.24766653880578,0.2749009078123
2023-01-19,14995,229,739,2,512,44,1.52717572524175,4.92830943647883,0.0133377792597533,3.41447149049683,0.293431143714572
2023-01-20,14384,215,718,0,434,35,1.49471635150167,4.9916573971079,0,3.01724137931034,0.243325917686318
2023-01-21,13492,200,654,2,441,31,1.48235991698784,4.84731692855025,0.0148235991698784,3.2686036169582,0.229765787133116
2023-01-22,13265,197,653,3,483,34,1.48511119487373,4.92272898605352,0.0226159065209197,3.64116094986807,0.25631360723709
2023-01-23,16130,270,783,0,545,45,1.67389956602604,4.85430874147551,0,3.37879727216367,0.27898326100434
2023-01-24,16130,247,763,5,540,57,1.53130812151271,4.73031618102914,0.0309981401115933,3.34779913205208,0.353378797272164
2023-01-25,16904,318,816,9,541,39,1.88121154756271,4.82725982016091,0.0532418362517747,3.20042593469001,0.23071462375769
2023-01-26,15377,305,778,1,488,37,1.98348182350263,5.05950445470508,0.00650321909345126,3.17357091760421,0.240619106457697
2023-01-27,14720,239,745,27,494,38,1.62364130434783,5.06114130434783,0.183423913043478,3.35597826086957,0.258152173913043
2023-01-28,13545,213,712,7,390,16,1.57253599114064,5.25655223329642,0.0516795865633075,2.87929125138427,0.11812476928756
2023-01-29,13842,262,733,7,485,28,1.89279005923999,5.29547753214853,0.0505707267735876,3.50382892645571,0.202282907094351
2023-01-30,16487,249,772,13,547,39,1.51028082731849,4.6824771031722,0.0788500030326924,3.31776551222175,0.236550009098077
2023-01-31,17043,307,860,25,534,53,1.80132605761896,5.04605996596843,0.146687789708385,3.1332511881711,0.310978114181776
2023-02-01,15992,266,838,11,515,38,1.66333166583292,5.24012006003001,0.0687843921960981,3.22036018009004,0.237618809404702
2023-02-02,16529,252,823,8,558,48,1.52459313933087,4.97912759392583,0.0483997822009801,3.37588480851836,0.290398693205881
2023-02-03,15796,289,811,13,605,42,1.82957710812864,5.13421119270701,0.0822993162826032,3.83008356545961,0.26589009875918
2023-02-04,13108,224,645,12,460,30,1.70888007323772,4.92065913945682,0.091547146780592,3.50930729325603,0.22886786695148
2023-02-05,13017,212,678,20,457,35,1.6286394714604,5.20857340401014,0.153645233156641,3.51079357762925,0.268879158024122
2023-02-06,15275,270,770,30,551,64,1.76759410801964,5.04091653027823,0.196399345335516,3.60720130932897,0.4189852700491
